record_id,timestamp,line_id,machine_id,temperature,pressure,vibration,power,data_quality
2862cb1dd52365a37da42b1f34078030,2025-03-05 19:47:00,Line_1,machine_1,71.77,1.05,57.81,4.35,good
6b3f1dc5ad1786153827da21383dbae9,2025-03-05 22:38:00,Line_1,machine_1,86.98,2.95,49.53,2.8,good
069c011a3a59fadbf591f1dc9b0f8199,2025-03-05 23:24:00,Line_1,machine_1,82.58,3.85,66.69,1.46,good
dc393711c88fc54d8817907c341ffe5c,2025-03-06 00:04:00,Line_1,machine_1,58.27,4.47,61.34,4.86,good
4d81af9411e54da7cbf057579a85063d,2025-03-06 00:17:00,Line_1,machine_1,93.52,1.33,38.02,3.55,good
e340716347e06dbc884fe21997697424,2025-03-06 01:16:00,Line_1,machine_1,85.94,1.94,32.06,4.64,good
4300c613788279e974137331ebea35ad,2025-03-06 01:42:00,Line_1,machine_1,49.84,1.5,44.89,3.17,good
2bfc7b889e07d6de0dd1285cae8d8b98,2025-03-06 02:47:00,Line_1,machine_1,61.76,1.51,22.62,4.16,good
0004c65a7694b94b5c53b1b3ce8979fa,2025-03-06 04:36:00,Line_1,machine_1,68.86,3.45,61.39,3.5,good
704d287915b9ed7a8a6c9ea9338b9a50,2025-03-06 05:37:00,Line_1,machine_1,79.2,4.43,56.03,2.6,good
254cdfa25243025615c04a9cc987dae5,2025-03-06 06:32:00,Line_1,machine_1,69.26,4.06,51.8,2.54,good
7887a2c5af065c5e81b5fa84041b18ab,2025-03-06 06:48:00,Line_1,machine_1,68.87,1.06,53.64,0.7,good
f846f5e7bc26dda7d5b3eacce95a8552,2025-03-06 08:04:00,Line_1,machine_1,74.61,2.03,44.29,1.42,good
f967e4e15128e630948d46ab0d11adfd,2025-03-06 08:39:00,Line_1,machine_1,66.31,3.16,54.99,2.17,good
c3ecbd96850a87cd95e5debb9bb1a9c1,2025-03-06 09:11:00,Line_1,machine_1,71.61,3.46,49.24,2.8,good
9228d7d65ee611b062a24b5b2fd6d5c0,2025-03-06 09:29:00,Line_1,machine_1,65.47,1.77,68.93,4.84,good
e17ef08d7bdf6cac1c6fee4c04ce4fce,2025-03-06 11:04:00,Line_1,machine_1,78.54,1.54,58.86,1.63,good
e768b225692a99a5642322014d9abb77,2025-03-06 13:15:00,Line_1,machine_1,69.93,2.14,31.49,3.22,good
564e5ffc20a47fe24e05c10b8eb28bb4,2025-03-06 14:12:00,Line_1,machine_1,73.12,4.73,50.72,3.67,good
e5319e5557a7eecdd3cc889f9946fb4f,2025-03-06 14:18:00,Line_1,machine_1,72.65,1.94,59.49,1.44,good
e56e3787528622c52c91059a4641761f,2025-03-06 15:14:00,Line_1,machine_1,59.73,1.82,80.07,2.92,good
13f1d00bc7c5a3ee5272586fb85ddbfd,2025-03-06 15:49:00,Line_1,machine_1,74.07,1.12,25.51,3.17,good
ee39776a638c0dcece037cc737c304c1,2025-03-06 16:41:00,Line_1,machine_1,66.49,1.32,71.87,3.54,good
d41047a9c612446d5166b3df77b443b9,2025-03-06 17:53:00,Line_1,machine_1,84.14,1.92,53.99,1.85,good
3df430f78dcc902528df11782b9bebaa,2025-03-06 18:19:00,Line_1,machine_1,77.49,2.85,64.65,2.52,good
87834f78e71421a4531eacbd8a1d3e1e,2025-03-06 18:23:00,Line_1,machine_1,79.84,4.66,33.69,0.72,good
1d6983e98ad20c49d2e329c936c85c64,2025-03-06 19:30:00,Line_1,machine_1,59.06,1.27,35.6,0.89,good
87ae44e0a454a7fd203c067119983286,2025-03-06 19:58:00,Line_1,machine_1,80.63,2.19,38.33,0.92,good
6d9f0eb09c9f8942656e3ab5d58bce69,2025-03-06 20:36:00,Line_1,machine_1,74.52,4.92,24.27,1.02,good
f19ba15402a07e1e3f3ac29e35b64e2e,2025-03-06 22:19:00,Line_1,machine_1,58.6,2.92,5.79,4.8,good
dc734ccc4132a08e4866789ba1770924,2025-03-06 22:39:00,Line_1,machine_1,87.1,4.14,37.11,3.55,good
ee0063724b253b30d30bc93d0242c4c6,2025-03-06 23:21:00,Line_1,machine_1,75.58,2.28,72.04,4.47,good
0a96ed2d0d084d28d303528245e957be,2025-03-06 23:44:00,Line_1,machine_1,73.81,3.88,54.32,4.82,good
c93d3a78aee8120da6e681be7f599fb4,2025-03-07 00:25:00,Line_1,machine_1,75.84,4.74,36.19,2.01,good
d385419966d119efc53e3de9088fe15c,2025-03-07 02:00:00,Line_1,machine_1,73.24,4.86,20.59,4.09,good
b6bfe08e94287a313e2cb031fc6b7d01,2025-03-07 02:48:00,Line_1,machine_1,72.59,2.11,44.06,1.87,good
9376e71c2b13225641aff0d2d0f16751,2025-03-07 04:10:00,Line_1,machine_1,90.16,2.36,50.14,2.33,good
20fb18cb88424a8f698f1e47f36ef67d,2025-03-07 05:33:00,Line_1,machine_1,68.66,3.62,60.85,4.81,good
9b107d02c091ec83d5e708f43f0f2ab9,2025-03-07 05:54:00,Line_1,machine_1,71.57,2.16,40.26,2.81,good
67478ceb81fe0487196e8ebb58855f6f,2025-03-07 09:48:00,Line_1,machine_1,74.99,4.2,59.41,1.62,good
ee46d90f98af53673048f30b8533c826,2025-03-07 11:49:00,Line_1,machine_1,78.06,2.41,57.17,2.26,good
6638b853ace8a448329769444e7bfd14,2025-03-07 12:16:00,Line_1,machine_1,69.47,4.46,47.92,2.29,good
b9e0c9091eb71ea4a952707deb3237b9,2025-03-07 12:58:00,Line_1,machine_1,59.24,4.85,43.04,3.86,good
839ba8d9990fcd80b0d669184700cf5d,2025-03-07 13:16:00,Line_1,machine_1,88.29,1.41,44.62,1.01,good
3a9f80ca46cf8de633e194d30e12a4b9,2025-03-07 14:09:00,Line_1,machine_1,77.08,4.3,64.47,1.48,good
ca3aae52f6ddc9aefaeeb8845e7db776,2025-03-07 16:50:00,Line_1,machine_1,94.7,4.12,63.12,4.47,good
77634b5218fe9563f62b92670f0cedc4,2025-03-07 17:33:00,Line_1,machine_1,88.12,3.94,53.29,3.7,good
ef2638d373b96ea987985709643d0cdc,2025-03-07 17:57:00,Line_1,machine_1,81.0,2.09,63.45,4.89,good
a09eb63e0701064688b59529e66b045a,2025-03-07 18:02:00,Line_1,machine_1,75.33,4.45,41.31,4.37,good
a8ef5ee6066e0a157af0bca891130386,2025-03-07 18:38:00,Line_1,machine_1,67.09,3.18,57.47,0.65,good
3a2a7e774cd3e1e936e2ce685cd50586,2025-03-07 20:04:00,Line_1,machine_1,83.61,1.63,40.27,2.52,good
0f455709e368a2bc23213a61c91cb105,2025-03-07 20:33:00,Line_1,machine_1,82.72,2.74,64.99,2.28,good
8fae41d6e382b245695f05ae526ece7b,2025-03-07 22:57:00,Line_1,machine_1,82.37,2.48,49.92,1.38,good
bdb35f54ddc9eee80d91366fe996dd06,2025-03-08 00:15:00,Line_1,machine_1,77.3,2.26,47.75,1.57,good
ebc6d5930cc148a04686ef6e3e3d945a,2025-03-08 02:05:00,Line_1,machine_1,76.6,1.55,74.38,0.6,good
5ea91762f4f0b5597c5e7a5f99df2daf,2025-03-08 02:24:00,Line_1,machine_1,66.28,4.74,33.46,1.4,good
2d8b9cc9bf2ee912cf5f4c9ae356c86c,2025-03-08 02:28:00,Line_1,machine_1,73.32,2.84,22.7,0.64,good
0bae163faf76952c9f1919b3c3b82ffb,2025-03-08 02:32:00,Line_1,machine_1,68.96,3.59,49.23,4.26,good
adeeafe6878449118b19af7fdecae836,2025-03-08 03:34:00,Line_1,machine_1,63.66,1.42,67.33,1.42,good
9d359748b3593ad6d968db35d9fabd1d,2025-03-08 03:41:00,Line_1,machine_1,70.46,3.92,44.58,2.98,good
4772ff9fd11eece3beed4eb9d8d6f991,2025-03-08 04:04:00,Line_1,machine_1,47.56,1.64,52.47,1.49,good
c7994522938552d579aca3884f7f316f,2025-03-08 04:28:00,Line_1,machine_1,79.11,4.38,34.8,2.68,good
708f64a78e95f3e37c740c396d69e981,2025-03-08 05:50:00,Line_1,machine_1,88.98,3.08,72.02,2.14,good
a09d9cf7076743d25386a2b194ea6565,2025-03-08 08:26:00,Line_1,machine_1,70.01,4.44,40.41,0.57,good
9454e2e8bc43eecd7934c0dd20e6eae5,2025-03-08 10:09:00,Line_1,machine_1,91.85,2.52,49.51,3.25,good
d76aa547c5fccaff92a91754e6480581,2025-03-08 10:30:00,Line_1,machine_1,96.43,3.11,46.66,4.45,good
2f51bd81b70f7a8119a5a7689715f91c,2025-03-08 10:48:00,Line_1,machine_1,65.02,2.6,50.03,1.13,good
5e0171838d935a22dd6221271aa3e09e,2025-03-08 11:12:00,Line_1,machine_1,89.11,1.15,54.56,3.88,good
d48f0b66db291c6267d60fa2424790e0,2025-03-08 12:18:00,Line_1,machine_1,69.25,2.91,54.64,2.3,good
6a89113750631ce4e6b19d9d8f78c9f4,2025-03-08 12:22:00,Line_1,machine_1,64.74,4.42,40.48,1.03,good
9c21b882a1142596e1f9a9e87d7dfa83,2025-03-08 13:59:00,Line_1,machine_1,63.44,2.36,57.94,1.13,good
9d613657ed79e7c9e74c265cb5732643,2025-03-08 15:34:00,Line_1,machine_1,82.28,2.51,72.06,1.36,good
fd10a3dda4e4487963c27b01e8d6a57c,2025-03-08 16:02:00,Line_1,machine_1,82.7,3.93,49.3,4.34,good
7044f378abe092c48245bb24e0e494ae,2025-03-08 18:30:00,Line_1,machine_1,85.14,3.37,53.92,0.91,good
1436138ff8fcbfcbc8c1d107b64caf1f,2025-03-08 19:18:00,Line_1,machine_1,64.71,3.34,49.13,1.95,good
b0063ef7f42fb882eadadbb4baf499f5,2025-03-08 19:38:00,Line_1,machine_1,67.4,1.46,45.68,4.04,good
ab2304c1a8c63523431f52df97c1e5b8,2025-03-08 21:36:00,Line_1,machine_1,81.82,2.72,39.17,1.61,good
71d68fe17c126ba3174cac60b1f0f1aa,2025-03-08 22:13:00,Line_1,machine_1,96.37,3.36,64.39,2.69,good
aa7344041243e107f0fe14ebf10b3854,2025-03-08 22:15:00,Line_1,machine_1,76.87,1.26,49.93,4.62,good
ba59d9e3a2c6bc79cdf9b7261ceb7a9d,2025-03-09 00:05:00,Line_1,machine_1,82.56,1.44,49.87,3.5,good
3a174cb6c4e9e0a99f9fbc866796329b,2025-03-09 01:03:00,Line_1,machine_1,67.78,1.58,70.75,1.35,good
0f2d7a3cb033bf63ab3ca4db081d7e7d,2025-03-09 01:26:00,Line_1,machine_1,72.88,4.76,32.42,3.26,good
52ad9d6458b61bed5d6001584bce1fe4,2025-03-09 01:30:00,Line_1,machine_1,74.76,2.86,41.38,4.1,good
08cb769b08dfc13fa57b79c751ab68fc,2025-03-09 02:04:00,Line_1,machine_1,75.24,4.86,68.21,3.98,good
3a889eb558c9fbef35759a27ae1625ce,2025-03-09 02:51:00,Line_1,machine_1,79.26,1.57,56.43,3.66,good
ffcef35c7d7a63a26c0ad4003bbedf9d,2025-03-09 03:10:00,Line_1,machine_1,74.63,3.75,67.08,2.65,good
000e4b236939ac456016994b8c750ce9,2025-03-09 03:17:00,Line_1,machine_1,53.23,2.32,11.15,3.27,good
df26666a1292b2739db56b58c4d3b18c,2025-03-09 03:22:00,Line_1,machine_1,71.15,2.24,58.64,0.64,good
d2b016fa532e2d67b998e0388a02e5af,2025-03-09 04:05:00,Line_1,machine_1,81.22,4.68,43.18,1.87,good
217f49de241a2c26e4b3d3fdbab251df,2025-03-09 05:21:00,Line_1,machine_1,77.73,2.23,41.96,3.57,good
2c508524f961c197e67e21788acedece,2025-03-09 06:28:00,Line_1,machine_1,64.95,4.31,46.35,3.2,good
26e0fc0f7c8653230dac454bf1dba412,2025-03-09 06:56:00,Line_1,machine_1,84.83,2.39,52.52,2.82,good
2986972c215a732b29a12591857053e4,2025-03-09 08:45:00,Line_1,machine_1,80.9,2.18,44.68,4.88,good
4d354eeb4be69ceffba97fa37796c3a9,2025-03-09 10:26:00,Line_1,machine_1,65.37,2.7,41.73,2.55,good
c62838e7bc9f6e1bb141b278edfc1b07,2025-03-09 11:05:00,Line_1,machine_1,92.58,2.59,53.53,3.79,good
a0c32a29bee0cc00a641e58499e8e821,2025-03-09 13:07:00,Line_1,machine_1,67.7,4.14,64.25,4.4,good
beae3e9bbb7e515bc77778921126de48,2025-03-09 13:18:00,Line_1,machine_1,93.67,4.26,30.71,4.17,good
a8e49e01b090a5f60bc32a444c7111b9,2025-03-09 13:53:00,Line_1,machine_1,77.2,4.15,37.98,2.36,good
48c2fd5e3e7d4923bd80007647a0cb4b,2025-03-09 14:13:00,Line_1,machine_1,73.8,1.45,52.38,2.77,good
aee66e5f7a81546858dfb7e433beb9b3,2025-03-09 14:36:00,Line_1,machine_1,69.29,2.08,53.71,4.71,good
16596787c95472599fca788810bd2180,2025-03-09 15:02:00,Line_1,machine_1,76.41,4.22,69.43,3.95,good
6fcdc756930fd1064700ec761b048c67,2025-03-09 15:55:00,Line_1,machine_1,63.59,1.04,43.71,4.56,good
591eb2776d260ad8941712c75fc3660f,2025-03-09 17:20:00,Line_1,machine_1,70.07,1.8,43.81,3.29,good
4387aca394a3d03f5f79827252ad6a40,2025-03-09 17:37:00,Line_1,machine_1,84.64,1.09,88.67,0.57,good
8090e3efcd41d4735b6dbd64a94dd239,2025-03-09 17:48:00,Line_1,machine_1,64.15,4.67,77.78,4.28,good
a676ca397242a841952bb0db871717cf,2025-03-09 19:51:00,Line_1,machine_1,63.29,2.67,57.13,0.91,good
25adf77a9903594e5a1a1f883a56bb56,2025-03-09 21:07:00,Line_1,machine_1,80.44,3.29,62.74,2.96,good
2b397b6ad20d544de445269bd07045e0,2025-03-09 22:08:00,Line_1,machine_1,59.29,4.24,48.9,2.89,good
647f7f574873d64c9352bf60ae5b432a,2025-03-09 22:55:00,Line_1,machine_1,68.46,3.71,24.69,1.4,good
d207d74b62d2595fbd4babcad5d78bdf,2025-03-10 05:41:00,Line_1,machine_1,82.24,2.67,45.34,0.62,good
9592e3577bf4be31e5cefc42d3a795ff,2025-03-10 07:23:00,Line_1,machine_1,75.52,1.03,70.36,2.47,good
d9f7be5a8fbb399a01b69f9ddf179824,2025-03-10 08:38:00,Line_1,machine_1,73.68,1.06,75.12,0.68,good
db42206f99964c1cd2c7a7aa1b2584b5,2025-03-10 08:59:00,Line_1,machine_1,78.34,2.89,41.95,2.5,good
6acb448083b3e2036fb84f3ecd0c5061,2025-03-10 10:16:00,Line_1,machine_1,89.82,1.44,65.45,4.46,good
b63eabfa6692fd790d2ced4daf2b1f10,2025-03-10 11:50:00,Line_1,machine_1,79.17,3.75,55.79,4.24,good
20ddfc5e1cf5788600ac81a4764ce958,2025-03-10 14:41:00,Line_1,machine_1,57.47,4.76,58.02,3.45,good
9af8ad79f01b7971359887a0578fbb39,2025-03-10 14:56:00,Line_1,machine_1,76.0,1.65,35.51,3.91,good
5c42ad3d51681e5c8bb11be800477248,2025-03-10 15:16:00,Line_1,machine_1,77.68,1.19,19.45,3.41,good
3a5b7bac991618196ccc846ad25aa717,2025-03-10 16:33:00,Line_1,machine_1,70.66,1.25,22.99,0.92,good
8446b09e31357b0fed63a86d2d364c5e,2025-03-10 16:36:00,Line_1,machine_1,75.51,4.19,87.7,4.26,good
a4ac608f6759910552de514b7d57fe07,2025-03-10 16:51:00,Line_1,machine_1,98.14,2.38,67.59,2.18,good
f01e086a040f520284d0c0f203d6fb6f,2025-03-10 17:45:00,Line_1,machine_1,87.65,2.34,54.93,3.98,good
460c1ed702238e3163faeb11358ec7ef,2025-03-10 18:14:00,Line_1,machine_1,76.83,2.9,45.58,3.38,good
4017fbac5964c0e304cc5ca214865e82,2025-03-10 18:29:00,Line_1,machine_1,76.31,3.56,84.95,2.96,good
7387eff46e32e23eee232239969d7163,2025-03-10 18:45:00,Line_1,machine_1,54.86,3.27,47.53,0.61,good
cacbe1287d819cbb3eba518f03c044b2,2025-03-10 19:51:00,Line_1,machine_1,72.02,4.68,38.09,2.55,good
6d87505ea72d16662c6f0f09aec27e11,2025-03-10 22:21:00,Line_1,machine_1,76.45,3.09,36.72,2.62,good
186a81ff8cc66e918e751e6c31e5117e,2025-03-10 23:25:00,Line_1,machine_1,80.8,1.06,45.53,1.65,good
fd9955f6bd335ba0ee41269fe2793286,2025-03-10 23:40:00,Line_1,machine_1,68.63,2.15,55.12,2.65,good
117aa29ee6aa73046422ea7a80daaae3,2025-03-10 23:52:00,Line_1,machine_1,65.88,2.32,55.17,4.73,good
ab21f8801154a9f09b1351615416f282,2025-03-11 00:31:00,Line_1,machine_1,89.4,4.34,61.19,1.69,good
dfb1631e3567687d71ba07e783609ca6,2025-03-11 00:34:00,Line_1,machine_1,45.74,4.41,72.71,1.52,good
323d83a5d67cf61b3ea202a35f822b94,2025-03-11 02:14:00,Line_1,machine_1,89.21,1.88,41.29,2.95,good
0f769855e193831f85fed44dbee8aa3a,2025-03-11 04:37:00,Line_1,machine_1,66.14,2.94,47.08,2.17,good
7c4e5cd69168e8fb48e89ad1d3c82b92,2025-03-11 05:35:00,Line_1,machine_1,81.04,2.9,43.02,2.43,good
9a093de77059a5365a35bd358c2b5234,2025-03-11 05:40:00,Line_1,machine_1,65.42,2.35,62.71,3.77,good
ca88b72fc6067bd656bdfcf2f5f32e27,2025-03-11 07:15:00,Line_1,machine_1,65.94,3.19,55.56,1.89,good
17884856f1b19da9be8e2e354fb94b8a,2025-03-11 07:31:00,Line_1,machine_1,81.92,3.57,71.87,4.02,good
62042859bb4ec9e7c6b88bf546471508,2025-03-11 08:54:00,Line_1,machine_1,76.05,3.53,49.27,3.21,good
2fe00e15d15b09ebd6d783bb0c2fc634,2025-03-11 08:55:00,Line_1,machine_1,78.11,3.18,63.81,3.49,good
b4472e0a0a541e5d81a02063948704fb,2025-03-11 08:59:00,Line_1,machine_1,80.68,2.54,54.95,2.73,good
1143b10c83ef0124e0f5713d2b1ca100,2025-03-11 09:22:00,Line_1,machine_1,68.81,4.05,34.89,1.0,good
498219491c373c561367137784f245bc,2025-03-04 11:04:00,Line_1,machine_2,79.29,1.0,37.1,1.15,good
bb435c7f514da5e0bed8d942d93f9d83,2025-03-04 11:10:00,Line_1,machine_2,74.27,3.42,58.36,3.3,good
b3ee1ba6ca2ebdd3c8da7e3916361fcf,2025-03-04 11:36:00,Line_1,machine_2,85.52,3.15,27.59,1.65,good
977c447377023cf29d7b86e040b669e6,2025-03-04 11:58:00,Line_1,machine_2,75.73,2.26,63.88,2.62,good
9d53fda7bc115713b02ade2c865d3cf2,2025-03-04 12:52:00,Line_1,machine_2,70.15,3.23,25.08,3.75,good
dce82b7fd2dca04cc195dc9cad787060,2025-03-04 13:14:00,Line_1,machine_2,85.92,4.74,36.51,4.48,good
64c4051917a8fce5be5cc5586e34fa33,2025-03-04 13:42:00,Line_1,machine_2,80.99,4.06,48.66,3.71,good
83bcca50133b551d2b460b4ebe23542a,2025-03-04 14:56:00,Line_1,machine_2,93.51,1.19,66.94,4.27,good
d827de5fcbbd2c76660a5a7a4326332a,2025-03-04 17:07:00,Line_1,machine_2,85.87,2.52,60.14,1.39,good
4f292a68d6a6d194d9ff349dfc4302b6,2025-03-04 17:32:00,Line_1,machine_2,91.82,4.74,53.97,2.0,good
d1569ebfb71e07a60c1c26467ef2be44,2025-03-04 18:20:00,Line_1,machine_2,64.89,3.13,76.38,0.99,good
2bb1e2522aaf6aada35876e6af0cc9e7,2025-03-04 18:24:00,Line_1,machine_2,72.43,3.23,54.37,4.58,good
1ea7e356ea3f8065421b079b60007772,2025-03-04 19:15:00,Line_1,machine_2,90.36,3.92,32.36,4.69,good
f67383bf0ff943fa677383ab0499796c,2025-03-04 19:29:00,Line_1,machine_2,101.07,2.4,44.86,4.1,good
0518067caf3ac80d455d058b04ff27d3,2025-03-04 19:49:00,Line_1,machine_2,69.33,4.88,43.19,2.49,good
59cfb880ea9b59594b41716e3f1765d1,2025-03-04 19:57:00,Line_1,machine_2,68.64,1.66,83.28,4.76,good
4b4ca82fa4681db326ad1cd4a6080a0d,2025-03-04 20:12:00,Line_1,machine_2,85.84,1.57,75.35,2.93,good
5fe582cc59039aaff3d460bb1459466b,2025-03-04 20:28:00,Line_1,machine_2,72.1,2.01,34.2,3.45,good
610c14ebdb5456a42a2b77978deeae2d,2025-03-04 20:57:00,Line_1,machine_2,75.62,2.26,70.05,3.18,good
f5797c4bac190c1ff04fe6c8d30ec874,2025-03-04 23:23:00,Line_1,machine_2,68.01,2.22,41.91,0.74,good
2c7db72ecfe910c000527849e3b20e2f,2025-03-05 00:16:00,Line_1,machine_2,62.43,3.92,28.2,2.79,good
570be651be1d463365de5dea27f3a6c2,2025-03-05 00:21:00,Line_1,machine_2,55.39,4.24,50.13,4.87,good
1399950b415bebb3c0e5f2061645239a,2025-03-05 02:21:00,Line_1,machine_2,77.02,2.12,42.29,3.83,good
042943cafdd2ac9245c52f2e583f73c0,2025-03-05 03:12:00,Line_1,machine_2,91.15,3.15,34.96,4.72,good
859e08fe5fe0584a7f470bda8ddcfff9,2025-03-05 03:25:00,Line_1,machine_2,65.06,1.35,36.25,4.35,good
d42e3b148388e69a0d0725941f9303d7,2025-03-05 03:53:00,Line_1,machine_2,64.11,1.3,61.86,3.23,good
9325d0b45cf51615071e7fe39cbd5c96,2025-03-05 04:32:00,Line_1,machine_2,63.25,4.69,49.08,1.03,good
c3e0b825998ebc00cad3dbec55eaa4f2,2025-03-05 05:12:00,Line_1,machine_2,85.34,3.54,73.69,1.48,good
8d96d97089e7debd6fa2364251ae9bb2,2025-03-05 05:14:00,Line_1,machine_2,63.76,4.92,33.73,3.52,good
546dbf4c924c1e3a0298f9d0b2c18fae,2025-03-05 06:11:00,Line_1,machine_2,66.83,2.65,27.81,2.06,good
3e7535bbba6883f53f4a8f6f52602558,2025-03-05 07:36:00,Line_1,machine_2,67.58,3.28,58.86,0.91,good
13b0096a2a44c4d3604da1bcc1139da7,2025-03-05 07:52:00,Line_1,machine_2,59.5,3.19,7.49,3.6,good
9a2997d6a6e8bd4ff4445308f49b9055,2025-03-05 07:55:00,Line_1,machine_2,79.75,4.49,56.42,2.89,good
c71af24d756542c4da4d986183650fe5,2025-03-05 07:58:00,Line_1,machine_2,77.57,1.46,51.99,1.32,good
b59f05de5e8450960546fb529e13c9d9,2025-03-05 08:34:00,Line_1,machine_2,74.78,2.22,34.26,0.64,good
