hour,line_id,machine_id,avg_temperature,min_temperature,max_temperature,avg_pressure,avg_vibration,total_checks,defect_count,defect_rate
2025-03-04 11:00:00,Line_5,machine_46,67.1,67.1,67.1,1.67,55.91,0,0,0.0
2025-03-04 11:00:00,Line_5,machine_47,64.555,58.95,70.16,1.49,44.35,0,0,0.0
2025-03-04 11:00:00,Line_5,machine_49,70.36,70.36,70.36,1.36,33.89,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_1,63.72,62.07,65.37,3.475,50.82,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_10,81.46000000000001,80.65,82.27,1.32,49.915,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_2,70.15,70.15,70.15,3.23,25.08,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_3,77.8,76.88,78.72,3.62,56.540000000000006,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_4,68.08,68.08,68.08,2.23,72.97,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_5,78.82,78.82,78.82,2.32,44.98,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_6,72.695,63.3,82.09,4.495,62.39,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_7,86.11500000000001,82.69,89.54,2.56,43.025,0,0,0.0
2025-03-04 12:00:00,Line_1,machine_9,68.07,68.07,68.07,1.95,58.71,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_12,89.1,89.1,89.1,2.83,62.28,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_13,66.5,66.5,66.5,1.12,75.03,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_14,83.53,83.53,83.53,1.27,71.85,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_15,88.83,88.83,88.83,1.34,41.01,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_18,74.53666666666668,66.61,81.29,4.153333333333333,44.330000000000005,0,0,0.0
2025-03-04 12:00:00,Line_2,machine_19,71.7,69.78,73.62,3.315,46.32,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_21,72.94,72.94,72.94,1.46,59.71,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_22,83.005,80.33,85.68,4.05,49.21,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_24,76.24,76.24,76.24,3.29,31.69,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_25,69.395,54.8,83.99,3.3449999999999998,40.445,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_26,87.77,87.77,87.77,4.01,66.9,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_27,82.72666666666667,67.72,98.36,2.64,49.93333333333334,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_28,88.8,88.8,88.8,4.17,61.31,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_29,69.08000000000001,67.93,70.23,3.005,45.29,0,0,0.0
2025-03-04 12:00:00,Line_3,machine_30,68.23,55.63,80.83,2.995,53.285,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_32,74.84,74.84,74.84,2.7,29.8,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_33,82.86333333333333,81.74,84.41,3.8833333333333333,42.626666666666665,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_34,72.36500000000001,70.95,73.78,2.23,65.96000000000001,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_36,77.24,77.24,77.24,2.61,69.76,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_37,73.705,58.44,83.04,2.83,44.055,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_38,47.2,47.2,47.2,1.46,74.26,0,0,0.0
2025-03-04 12:00:00,Line_4,machine_39,71.6,71.6,71.6,1.88,69.06,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_43,87.55,87.55,87.55,2.98,43.85,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_44,82.39,82.39,82.39,4.33,38.8,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_45,67.26,67.26,67.26,1.32,41.19,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_46,57.96,57.96,57.96,1.8,71.85,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_47,81.39,81.39,81.39,4.39,47.11,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_48,73.4,73.4,73.4,4.24,49.47,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_49,77.67,77.67,77.67,3.88,4.91,0,0,0.0
2025-03-04 12:00:00,Line_5,machine_50,72.89,65.95,79.83,4.385,37.785,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_1,73.12,73.12,73.12,1.06,66.83,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_2,83.455,80.99,85.92,4.4,42.584999999999994,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_5,75.77000000000001,66.11,85.43,4.5,58.445,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_6,80.17333333333333,69.44,90.02,3.7133333333333334,38.63333333333333,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_7,65.64,65.64,65.64,1.7,21.18,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_8,81.62,73.31,88.38,3.15,50.03333333333333,0,0,0.0
2025-03-04 13:00:00,Line_1,machine_9,91.96,91.96,91.96,2.99,42.76,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_11,76.39500000000001,67.26,85.53,3.32,49.64,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_15,75.93333333333334,70.94,83.4,2.523333333333333,39.78,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_16,73.12,69.82,76.42,4.43,55.83,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_17,64.955,64.72,65.19,4.495,52.980000000000004,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_18,81.72,81.72,81.72,3.01,50.52,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_19,70.63499999999999,62.64,78.63,2.04,34.885000000000005,0,0,0.0
2025-03-04 13:00:00,Line_2,machine_20,86.81,86.81,86.81,2.51,71.86,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_22,79.75,79.75,79.75,3.4,84.03,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_24,71.2,61.17,78.72,4.1466666666666665,39.580000000000005,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_25,73.78,73.78,73.78,3.5,61.2,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_27,82.675,76.64,88.71,3.665,41.59,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_28,72.56,72.56,72.56,4.3,40.66,0,0,0.0
2025-03-04 13:00:00,Line_3,machine_29,78.86666666666666,73.14,83.07,4.24,48.61666666666667,0,0,0.0
2025-03-04 13:00:00,Line_4,machine_32,77.15,77.15,77.15,4.9,39.03,0,0,0.0
2025-03-04 13:00:00,Line_4,machine_33,83.47,83.47,83.47,4.44,59.38,0,0,0.0
2025-03-04 13:00:00,Line_4,machine_34,84.99,84.99,84.99,4.6,62.31,0,0,0.0
2025-03-04 13:00:00,Line_4,machine_36,72.79,59.04,86.54,1.9,55.6,0,0,0.0
2025-03-04 13:00:00,Line_4,machine_38,74.7575,70.93,84.49,3.02,48.4025,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_41,67.36666666666666,61.41,78.71,3.0066666666666664,55.64666666666667,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_43,76.69666666666667,75.95,77.59,2.703333333333333,62.830000000000005,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_44,76.91,76.91,76.91,3.28,42.77,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_45,54.84,54.84,54.84,4.19,46.02,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_47,75.44,75.44,75.44,4.03,40.51,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_48,75.63,75.63,75.63,2.56,76.49,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_49,77.87666666666667,74.79,82.47,2.6799999999999997,37.61666666666667,0,0,0.0
2025-03-04 13:00:00,Line_5,machine_50,73.2,73.2,73.2,1.82,56.63,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_10,62.78333333333333,53.48,79.87,2.6966666666666668,46.64333333333334,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_2,93.51,93.51,93.51,1.19,66.94,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_4,93.47,93.47,93.47,3.73,36.69,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_5,83.89,83.89,83.89,4.51,61.33,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_6,67.89,67.89,67.89,2.79,37.68,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_7,79.18,59.09,91.69,3.0833333333333335,55.946666666666665,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_8,83.34,79.42,87.26,1.685,39.605000000000004,0,0,0.0
2025-03-04 14:00:00,Line_1,machine_9,73.75999999999999,72.44,75.08,1.83,29.67,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_11,73.72,73.72,73.72,1.4,62.19,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_12,59.59,52.48,66.7,4.09,38.269999999999996,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_15,65.875,48.85,82.9,2.9850000000000003,31.33,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_16,72.74,72.74,72.74,3.89,57.4,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_17,71.325,68.56,74.09,3.295,41.78,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_19,79.93,79.93,79.93,3.52,70.66,0,0,0.0
2025-03-04 14:00:00,Line_2,machine_20,73.66,73.66,73.66,4.34,22.71,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_22,84.96,84.96,84.96,4.13,53.22,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_23,81.87,79.03,84.71,1.1749999999999998,69.155,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_25,79.15,70.06,88.24,3.035,47.185,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_26,87.51,87.51,87.51,1.05,56.18,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_27,79.38499999999999,74.52,84.25,1.75,34.64,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_28,69.2,69.2,69.2,1.14,41.62,0,0,0.0
2025-03-04 14:00:00,Line_3,machine_30,71.325,68.54,74.11,4.02,69.75999999999999,0,0,0.0
2025-03-04 14:00:00,Line_4,machine_32,68.67999999999999,60.53,80.97,2.4483333333333333,53.725,0,0,0.0
2025-03-04 14:00:00,Line_4,machine_36,83.54,83.54,83.54,2.23,50.0,0,0,0.0
2025-03-04 14:00:00,Line_4,machine_37,71.18,71.18,71.18,4.68,57.12,0,0,0.0
2025-03-04 14:00:00,Line_4,machine_38,68.54,68.54,68.54,3.78,24.19,0,0,0.0
2025-03-04 14:00:00,Line_4,machine_40,69.11,58.68,75.07,3.5825,61.900000000000006,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_41,75.25,75.25,75.25,2.81,56.66,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_42,70.48,70.48,70.48,1.32,56.8,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_43,69.19,69.19,69.19,3.07,55.07,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_44,73.92,73.92,73.92,3.94,74.47,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_45,90.01,90.01,90.01,3.45,72.09,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_46,68.08666666666666,61.36,76.8,2.67,50.00333333333333,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_47,76.69,71.6,81.78,2.52,56.61,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_48,54.4,54.4,54.4,4.96,60.07,0,0,0.0
2025-03-04 14:00:00,Line_5,machine_49,70.09,70.09,70.09,4.56,47.48,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_10,72.58500000000001,72.01,73.16,2.125,38.59,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_3,77.67,72.64,82.7,1.9449999999999998,58.36,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_4,72.14500000000001,69.45,74.84,4.48,77.34,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_5,75.22666666666667,72.48,77.78,2.806666666666667,56.78,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_6,76.42,67.45,94.05,3.3666666666666667,54.52333333333333,0,0,0.0
2025-03-04 15:00:00,Line_1,machine_9,66.79,66.79,66.79,4.65,29.21,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_11,67.52,67.52,67.52,4.26,60.4,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_12,79.02,73.63,84.41,2.4,54.56,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_13,62.39,62.39,62.39,4.93,47.43,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_15,87.775,83.75,91.8,2.825,50.370000000000005,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_16,68.63,68.63,68.63,1.11,41.69,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_18,81.13,81.13,81.13,4.57,56.5,0,0,0.0
2025-03-04 15:00:00,Line_2,machine_20,88.03,88.03,88.03,3.27,34.69,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_22,69.87,69.87,69.87,1.15,53.74,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_24,71.22999999999999,63.61,78.85,1.135,36.635,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_25,64.225,57.31,74.69,2.68,46.0875,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_26,73.07,65.26,80.88,3.445,52.33,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_27,79.455,75.7,83.21,3.555,53.18,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_29,78.525,75.04,82.01,3.3200000000000003,66.655,0,0,0.0
2025-03-04 15:00:00,Line_3,machine_30,67.995,63.36,72.63,3.7649999999999997,36.305,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_31,82.38,71.36,93.4,3.8200000000000003,56.915000000000006,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_32,77.515,60.93,94.1,2.9250000000000003,45.315,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_33,72.99,72.99,72.99,3.6,26.62,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_35,76.025,67.67,84.38,4.16,53.685,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_36,64.03,64.03,64.03,1.09,53.12,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_37,79.62,79.62,79.62,2.81,55.99,0,0,0.0
2025-03-04 15:00:00,Line_4,machine_40,79.22333333333334,73.87,89.75,3.266666666666667,45.01333333333333,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_42,79.66,79.66,79.66,2.48,56.48,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_43,76.938,68.45,88.27,1.8719999999999999,55.194,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_44,65.86,65.86,65.86,4.32,55.33,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_45,74.9,74.9,74.9,1.34,40.74,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_47,68.99,68.99,68.99,4.88,43.05,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_49,78.63,78.63,78.63,1.73,55.98,0,0,0.0
2025-03-04 15:00:00,Line_5,machine_50,58.63,58.63,58.63,4.57,56.23,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_1,76.98333333333333,72.97,83.47,1.9966666666666668,57.71,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_10,73.465,69.77,77.16,2.06,59.91,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_3,82.51,82.51,82.51,2.15,60.03,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_6,79.02999999999999,68.57,90.61,3.3166666666666664,52.04333333333333,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_8,84.33,82.39,86.27,2.245,56.08,0,0,0.0
2025-03-04 16:00:00,Line_1,machine_9,83.715,80.94,86.49,2.56,73.03999999999999,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_11,77.505,72.86,82.15,2.7800000000000002,41.535,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_12,73.16,73.16,73.16,1.4,26.83,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_13,74.445,71.77,77.12,2.295,35.415,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_15,79.74,79.74,79.74,4.86,30.31,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_17,79.475,77.37,81.58,1.395,45.09,0,0,0.0
2025-03-04 16:00:00,Line_2,machine_18,71.365,62.27,80.46,2.0949999999999998,24.45,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_21,61.1,61.1,61.1,4.15,58.9,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_22,82.65,82.65,82.65,1.47,45.69,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_23,55.32,55.32,55.32,3.26,78.57,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_24,66.712,57.8,80.32,3.152,46.025999999999996,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_25,78.39,78.39,78.39,3.37,55.0,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_26,72.875,68.09,77.66,1.775,37.275,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_27,70.81,70.81,70.81,1.75,57.49,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_28,70.0,70.0,70.0,1.17,53.53,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_29,77.79,67.83,90.83,1.9866666666666666,56.14000000000001,0,0,0.0
2025-03-04 16:00:00,Line_3,machine_30,70.57,70.57,70.57,1.91,48.11,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_31,88.07,88.07,88.07,3.08,82.27,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_32,64.625,54.8,74.45,4.645,50.084999999999994,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_34,76.475,71.47,81.48,3.025,40.325,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_35,70.23,70.23,70.23,2.58,62.63,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_36,78.635,71.93,85.34,2.39,51.334999999999994,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_37,70.46,70.46,70.46,1.85,52.63,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_38,58.77,58.77,58.77,1.47,25.65,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_39,74.775,59.33,90.22,2.9450000000000003,58.145,0,0,0.0
2025-03-04 16:00:00,Line_4,machine_40,70.07,66.39,73.75,3.95,41.86,0,0,0.0
2025-03-04 16:00:00,Line_5,machine_42,76.03999999999999,73.97,78.11,2.755,44.65,0,0,0.0
2025-03-04 16:00:00,Line_5,machine_43,76.82,76.82,76.82,4.89,60.56,0,0,0.0
2025-03-04 16:00:00,Line_5,machine_48,47.58,47.58,47.58,2.75,40.69,0,0,0.0
2025-03-04 16:00:00,Line_5,machine_49,65.09,65.09,65.09,3.39,54.37,0,0,0.0
2025-03-04 16:00:00,Line_5,machine_50,55.11,55.11,55.11,3.52,39.44,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_10,64.81,61.21,68.41,3.08,57.595,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_2,88.845,85.87,91.82,3.63,57.055,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_3,71.68,49.94,85.28,2.3,47.69,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_5,74.4,74.4,74.4,4.6,67.53,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_6,89.22,89.22,89.22,4.33,20.67,0,0,0.0
2025-03-04 17:00:00,Line_1,machine_7,69.47,57.04,81.9,3.1900000000000004,53.545,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_11,81.39,81.39,81.39,4.14,48.6,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_13,75.16,67.15,83.17,4.21,46.305,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_14,74.16666666666667,72.39,76.78,3.263333333333333,46.98333333333333,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_15,68.43,68.43,68.43,1.29,35.56,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_17,61.51,61.51,61.51,4.08,58.8,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_18,79.44,79.44,79.44,2.3,48.77,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_19,64.325,63.14,65.51,3.8600000000000003,41.92,0,0,0.0
2025-03-04 17:00:00,Line_2,machine_20,78.8,78.8,78.8,1.03,57.3,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_21,84.01,84.01,84.01,3.72,44.98,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_22,81.655,74.3,89.01,4.24,68.85499999999999,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_24,85.76,85.76,85.76,3.62,64.55,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_25,65.99,57.91,74.07,1.7,36.015,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_26,77.815,64.73,90.9,1.745,52.14,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_27,85.25,77.14,93.36,3.13,30.435,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_29,71.63,71.63,71.63,1.59,49.36,0,0,0.0
2025-03-04 17:00:00,Line_3,machine_30,74.065,69.34,78.79,3.785,44.555,0,0,0.0
2025-03-04 17:00:00,Line_4,machine_34,84.82,84.82,84.82,4.96,69.93,0,0,0.0
2025-03-04 17:00:00,Line_4,machine_35,86.48,72.67,100.29,2.0700000000000003,47.265,0,0,0.0
2025-03-04 17:00:00,Line_4,machine_37,81.39,81.39,81.39,1.51,52.92,0,0,0.0
2025-03-04 17:00:00,Line_4,machine_38,78.42,78.26,78.58,2.13,66.505,0,0,0.0
2025-03-04 17:00:00,Line_4,machine_39,72.03,70.52,73.54,3.0300000000000002,44.69,0,0,0.0
2025-03-04 17:00:00,Line_5,machine_42,105.51,105.51,105.51,4.4,23.13,0,0,0.0
2025-03-04 17:00:00,Line_5,machine_43,78.11,68.99,86.68,2.8833333333333333,45.46333333333333,0,0,0.0
2025-03-04 17:00:00,Line_5,machine_45,59.96,59.96,59.96,1.2,68.54,0,0,0.0
2025-03-04 17:00:00,Line_5,machine_46,63.61,63.61,63.61,3.89,48.46,0,0,0.0
2025-03-04 17:00:00,Line_5,machine_47,75.85666666666667,72.63,77.98,2.8000000000000003,53.52333333333333,0,0,0.0
